word,start,end,probability,stimulus_id
mis,2.14,2.34,0.97705078125,13
animales,2.34,2.68,0.99072265625,13
A,0.0,0.24,0.67138671875,14
nosotros,0.24,0.74,0.986328125,14
nos,0.74,1.18,0.94921875,14
fascinan,1.18,1.8,0.9794921875,14
las,1.8,2.0,0.99072265625,14
fiestas,2.0,2.56,0.97900390625,14
grandes,2.56,2.92,0.98291015625,14
Ella,0.0,0.32,0.53466796875,15
sólo,0.32,0.72,0.1302490234375,15
bebe,0.72,1.18,0.9482421875,15
cerveza,1.18,2.38,0.931640625,15
y,2.38,2.7,0.978515625,15
no,2.7,2.94,0.0002282857894897461,15
come,2.94,3.04,0.253173828125,15
nada,3.04,3.32,0.87255859375,15
Me,0.0,0.26,0.59912109375,16
gustaría,0.26,0.68,0.88037109375,16
las,0.68,1.04,0.94189453125,16
precios,1.04,1.52,0.8740234375,16
casas,1.52,2.2,0.5107421875,16
Cruza,0.0,0.5,0.57275390625,17
a,0.5,0.66,0.97705078125,17
la,0.66,0.74,0.998046875,17
derecha,0.74,1.28,0.8505859375,17
y,1.28,1.46,0.97900390625,17
sigue,1.46,1.82,0.96484375,17
todo,1.82,2.46,0.028106689453125,17
recto,2.46,3.06,0.498291015625,17
Ella,0.0,0.38,0.0024566650390625,18
ha,0.38,0.66,0.2919921875,18
terminado,0.66,1.38,0.9482421875,18
de,1.38,1.66,0.31787109375,18
pintar,1.66,2.46,0.51220703125,18
su,2.46,2.64,0.95751953125,18
apartamento,2.64,3.38,0.9462890625,18
Me,0.0,0.28,0.52587890625,19
gustaría,0.28,0.72,0.9921875,19
hacer,0.72,1.42,0.96240234375,19
más,1.42,2.36,0.83544921875,19
calor,2.36,3.32,0.9921875,19
pronto,3.32,3.92,0.99560546875,19
El,0.0,0.32,0.60888671875,20
niño,0.32,0.62,0.98291015625,20
que,0.62,2.38,0.72021484375,20
se,2.38,2.58,0.99072265625,20
murió,2.58,3.04,0.904296875,20
el,3.04,3.24,0.2010498046875,20
gato,3.24,3.68,0.9833984375,20
está,3.68,4.08,0.007564544677734375,20
triste,4.08,4.76,0.9990234375,20
Una,0.0,0.28,0.008758544921875,21
amiga,0.28,0.54,0.96923828125,21
mía,0.54,0.82,0.01708984375,21
cuida,0.82,1.1,0.11981201171875,21
a,1.1,1.26,0.18017578125,21
los,1.26,1.98,0.9755859375,21
niños,1.98,2.32,0.98046875,21
El,0.0,0.32,0.7685546875,22
gato,0.32,0.66,0.8916015625,22
negro,0.66,0.94,0.9189453125,22
fue,0.94,1.38,0.22998046875,22
perseguido,1.38,2.42,0.65380859375,22
por,2.42,2.68,0.9755859375,22
el,2.68,2.8,0.97802734375,22
perro,2.8,3.2,0.98974609375,22
Antes,0.0,0.52,0.6025390625,23
de,0.52,0.9,0.9501953125,23
tener,0.9,1.24,0.0675048828125,23
que,1.24,1.52,0.10784912109375,23
salir,1.52,1.88,0.8173828125,23
limpiar,1.88,3.64,0.548828125,23
el,3.64,3.82,0.96484375,23
cuarto,3.82,4.14,0.98828125,23
La,0.0,0.24,0.71630859375,24
cantidad,0.24,0.62,0.98876953125,24
de,0.62,1.6,0.9873046875,24
personas,1.6,2.08,0.96826171875,24
que,2.08,2.64,0.98046875,24
fuman,2.64,3.72,0.7197265625,24
es...,3.72,5.14,0.806640625,24
Después,0.0,0.48,0.70654296875,25
de,0.48,0.72,0.96826171875,25
llegar,0.72,1.0,0.982421875,25
a,1.0,1.2,0.98828125,25
la,1.2,1.3,0.9619140625,25
casa,1.3,1.64,0.99462890625,25
de,1.64,1.98,0.32958984375,25
después,1.98,2.9,0.7119140625,25
del,2.9,3.16,0.88818359375,25
trabajo,3.16,3.64,0.9951171875,25
tomé,3.64,4.7,0.364013671875,25
la,4.7,4.84,0.91064453125,25
cena,4.84,5.08,0.6455078125,25
El,0.0,0.26,0.3310546875,26
ladrón,0.26,1.04,0.65478515625,26
al,1.04,1.26,0.0005450248718261719,26
que,1.26,1.26,0.84423828125,26
atrapó,1.26,2.22,0.7744140625,26
con,2.22,2.44,0.9482421875,26
la,2.44,2.6,0.97216796875,26
policía,2.6,3.48,0.5478515625,26
era,3.48,3.86,0.76171875,26
famoso,3.86,4.24,0.10089111328125,26
Le,0.0,0.32,0.38818359375,27
pedí,0.32,1.18,0.931640625,27
a,1.18,1.38,0.99169921875,27
un,1.38,1.52,0.99072265625,27
amigo,1.52,1.84,0.998046875,27
que,1.84,2.64,0.9208984375,27
me,2.64,2.78,0.97802734375,27
ayudara,2.78,3.24,0.1983642578125,27
con,3.24,3.46,0.0023403167724609375,27
la,3.46,4.24,0.87109375,27
tarea,4.24,4.54,0.681640625,27
El,0.0,0.26,0.59521484375,28
prueba,0.26,0.54,0.46337890625,28
no,0.54,0.86,0.95703125,28
fue,0.86,1.26,0.99169921875,28
difícil,1.26,2.54,0.98876953125,28
como,2.54,2.96,0.0025234222412109375,28
me,2.96,3.04,0.5380859375,28
han,3.04,3.18,0.87109375,28
dicho,3.18,3.74,0.998046875,28
Serías,0.0,0.78,0.91748046875,29
tan,0.78,1.28,0.99365234375,29
amable,1.28,1.72,0.98046875,29
de,1.72,2.14,0.0139312744140625,29
darme,2.14,2.78,0.55029296875,29
el,2.78,4.12,0.80419921875,29
libro,4.12,4.4,0.994140625,29
en,4.4,5.2,0.94384765625,29
la,5.2,5.28,0.004642486572265625,29
mesa?,5.28,5.58,0.994140625,29
Hay,0.0,0.3,0.7451171875,30
mucha,0.3,0.58,0.99609375,30
gente,0.58,0.9,0.99609375,30
que,0.9,1.2,0.98779296875,30
no,1.2,1.42,0.99560546875,30
toma,1.42,1.78,0.95703125,30
nada,1.78,2.04,0.9912109375,30
para,2.04,2.44,0.99072265625,30
el,2.44,2.88,0.96484375,30
desayuno,2.88,3.44,0.97021484375,30
