word,start,end,probability,stimulus_id
mesa?,5.36,6.78,0.99658203125,29
¿Qué,6.78,6.78,0.6015625,29
está,6.78,7.3,0.9228515625,29
en,7.3,8.0,0.9453125,29
la,8.0,8.08,0.95556640625,29
mesa?,8.08,8.28,0.99755859375,29
Hay,0.0,0.28,0.63818359375,30
mucho,0.28,0.56,0.716796875,30
ejemplo,0.56,1.08,0.9541015625,30
pero...,1.08,3.0,0.5625,30
