word,start,end,probability,stimulus_id
El,0.0,0.28,0.66943359375,11
chico,0.28,0.72,0.974609375,11
que,0.72,1.0,0.9638671875,11
hago,1.0,2.18,0.84423828125,11
es,2.18,2.78,0.96875,11
español,2.78,3.2,0.986328125,11
Después,0.0,0.38,0.8896484375,12
de,0.38,0.68,0.9921875,12
cenar,0.68,1.24,0.96923828125,12
me,1.24,1.62,0.5859375,12
fui,1.62,1.9,0.99560546875,12
a,1.9,2.08,0.99755859375,12
dormir,2.08,2.6,0.99755859375,12
tranquilo,2.6,3.56,0.9609375,12
Quiero,0.0,0.34,0.9443359375,13
una,0.34,0.56,0.990234375,13
casa,0.56,0.92,0.97265625,13
en,0.92,1.34,0.9658203125,13
la,1.34,1.74,0.97900390625,13
que,1.74,2.0,0.9912109375,13
vivan,2.0,2.62,0.447509765625,13
animales,2.62,3.46,0.98388671875,13
A,0.0,0.24,0.476806640625,14
nosotros,0.24,0.7,0.8466796875,14
Ella,0.0,0.38,0.59619140625,15
sólo,0.38,0.9,0.04998779296875,15
bebe,0.9,2.34,0.966796875,15
cerveza,2.34,3.18,0.966796875,15
y,3.18,3.36,0.9150390625,15
no,3.36,3.54,0.97607421875,15
come,3.54,3.9,0.90478515625,15
nada,3.9,4.92,0.96728515625,15
Me,0.0,0.28,0.1307373046875,16
gustaría,0.28,0.64,0.52001953125,16
Cruza,0.0,0.42,0.262939453125,17
a,0.42,0.6,0.73779296875,17
la,0.6,0.7,0.99462890625,17
derecha,0.7,1.38,0.9775390625,17
y,1.38,1.58,0.83154296875,17
después,1.58,1.9,0.93994140625,17
sigue,1.9,2.5,0.021087646484375,17
recto,2.5,4.68,0.9736328125,17
Ella,0.0,0.34,0.03680419921875,18
termina,0.34,1.62,0.7685546875,18
de,1.62,1.92,0.019500732421875,18
pintar,1.92,3.98,0.9033203125,18
su,3.98,4.38,0.94140625,18
apartamento,4.38,5.1,0.9560546875,18
El,0.0,0.24,0.56640625,20
niño,0.24,0.58,0.98291015625,20
a,0.58,1.54,0.379150390625,20
que,1.54,1.98,0.7802734375,20
se,1.98,3.26,0.8310546875,20
murió,3.26,4.5,0.98681640625,20
el,4.5,4.8,0.88818359375,20
gato,4.8,5.34,0.990234375,20
triste,5.34,6.58,0.441650390625,20
¡Un,0.0,0.28,0.299560546875,21
"amigo,",0.28,0.64,0.52197265625,21
mi,1.08,1.64,0.134765625,21
amigo!,1.64,2.18,0.234130859375,21
Cuidado,2.94,3.7,0.82080078125,21
los,3.7,4.38,0.2437744140625,21
niños,4.38,4.88,0.99658203125,21
El,0.0,0.28,0.392578125,22
"gato,",0.28,0.92,0.92333984375,22
¿quiere,1.38,1.74,0.65673828125,22
negro?,1.74,2.28,0.9462890625,22
Antes,0.0,0.34,0.7294921875,23
de,0.34,0.56,0.99658203125,23
poder,0.56,0.86,0.8642578125,23
salir,0.86,1.48,0.9912109375,23
tiene,1.48,2.62,0.64501953125,23
que,2.62,2.96,0.99609375,23
limpiar,2.96,4.04,0.9404296875,23
su,4.04,4.42,0.98291015625,23
corto,4.42,5.44,0.96875,23
la,0.0,0.26,0.50439453125,24
cantidad,0.26,0.64,0.9912109375,24
de,0.64,1.46,0.98828125,24
personas,1.46,2.0,0.990234375,24
que,2.0,2.34,0.99365234375,24
fuman,2.34,2.74,0.8037109375,24
después,0.0,0.48,0.32373046875,25
de,0.48,0.94,0.96044921875,25
llegar,0.94,1.34,0.5927734375,25
a,1.34,1.66,0.96337890625,25
casa,1.66,1.96,0.97900390625,25
El,0.0,0.24,0.66796875,26
ladrón,0.24,1.08,0.97705078125,26
policía,1.08,2.66,0.828125,26
era,2.66,2.96,0.97607421875,26
famoso,2.96,3.42,0.91796875,26
El,0.0,0.16,0.00994110107421875,27
depide,0.16,0.52,0.09539794921875,27
de,0.52,0.7,0.224365234375,27
un,0.7,0.82,0.57275390625,27
amigo,0.82,1.12,0.97314453125,27
que,1.12,2.1,0.890625,27
ayudó,2.1,3.08,0.364990234375,27
a,3.08,3.22,0.60498046875,27
la,3.22,3.24,0.5849609375,27
atrapa,3.24,4.02,0.243896484375,27
¿Examen,0.0,0.64,0.77392578125,28
no,0.64,2.84,0.229736328125,28
tan,2.84,5.22,0.75732421875,28
difícil?,5.22,5.8,0.99267578125,28
Amable,0.0,0.64,0.52685546875,29
que,0.64,1.0,0.472900390625,29
esta,1.0,1.38,0.37353515625,29
¿El,0.0,0.3,0.5771484375,30
libro,0.3,0.56,0.9609375,30
que,0.56,0.9,0.98388671875,30
está,0.9,1.2,0.80126953125,30
en,1.2,1.36,0.99609375,30
la,1.36,1.5,0.99609375,30
mesa?,1.5,1.82,0.99951171875,30
